Id,SalePrice
1507,123101.87948027128
702,115678.29261245072
750,146601.01496105277
261,179162.50516335038
1559,85772.97989403688
577,233814.44450585853
2812,210585.24099343663
2080,158000.41752780054
1368,141523.95499521293
2376,131070.0384795231
659,118565.01012093862
1235,130163.13143618326
332,84309.65080713484
1917,162851.08356557172
2094,209268.07216652454
1460,235631.28667503985
1471,183666.67518886618
1509,130626.3738554813
1922,133928.4151429066
433,376302.5390344694
460,331770.1379975335
1116,249514.57075188658
1137,180507.3514301701
53,192426.305680977
2354,218195.07657182336
1475,206749.10517395238
1761,387615.27275379817
842,143523.05645094975
2739,130448.23140053955
2509,204089.43309416305
1007,205617.24136240623
2610,164928.0626425062
1952,111232.82862322254
2719,130243.23143590242
2921,84297.50473066153
1966,131201.62097465052
292,125864.11449413633
1204,207194.8121540141
1829,238116.179923486
2419,202056.41660965013
391,177766.0572116281
798,155061.06702126167
481,201837.78723313072
193,181332.62028755297
555,133310.11574541093
899,67637.17362370803
2357,207680.65521294615
328,115224.27577142132
1356,156426.2544853927
1154,126447.58253799586
1730,174498.1574441525
2249,172768.1797056187
1119,247939.6295025152
2856,126522.02696977346
1394,141559.32601686125
2587,130790.67872063717
61,331450.14315394126
2661,172883.9360968538
2711,164471.71093132123
1147,171592.1312987671
757,141906.55640412192
2623,99863.90767987735
2378,130904.50918909733
1413,155668.37084492674
1722,301794.8096138489
1112,198576.30272770685
1623,171259.20371793886
1201,175701.2242111669
1513,87300.48308155999
957,652692.6715155063
1171,267086.73071025184
1145,199470.23714472834
2726,220299.2617540614
703,166968.7968543562
760,77999.4909511242
1964,130385.80950486046
2512,206500.4292741133
159,144343.86908309767
1281,159401.59784715422
468,177886.91278020348
290,151833.26198771043
665,122164.29744919349
1463,239700.22229359573
1792,218383.34075715952
923,174218.99162402118
500,286909.64473268983
1408,146381.85938743164
331,83481.69326087147
170,80103.62297457439
2192,93434.25170057702
2571,256403.86089632823
2314,180154.180388553
2647,111704.5012596024
422,347529.67222164164
2457,271154.8303351513
1838,207502.48058316065
2805,248528.39554360672
1645,179426.02099631255
1711,313044.1007742046
2825,189024.35718034676
322,303541.20485522784
2103,237645.51102352893
342,171450.50570866888
600,100341.65335449386
488,170218.68983339274
1725,334498.95651186845
2246,245516.94415718876
2847,152865.67848794104
806,232508.40114576367
530,217917.7411590163
963,210240.63479067537
2678,58287.497292308675
171,88201.00729010845
2401,360027.9849126684
805,204075.62447418834
2259,227449.6008072641
1748,206127.37657428486
1361,148164.9980325395
1677,108130.88357000836
1406,157878.95676306752
2322,230769.74139253385
688,160442.11173170037
143,132207.72097585563
804,201559.36229813614
1214,163377.41354608146
2828,144159.96338647397
1999,144791.24956653093
2467,215387.3085604119
2665,174705.84756784898
1538,262788.6649022229
398,99535.96361509823
2822,139464.6688358867
2157,166075.10776336846
1856,175483.26460159622
1269,129778.50568119541
2570,133422.32862318572
2320,234784.85566061627
1517,160467.09801414862
2304,149274.80746651912
1312,118809.95599648354
2012,147788.3697667968
506,326892.5041367181
2865,207939.36025364022
2367,108258.41737297803
554,171003.046589812
238,126180.90986625312
1954,132815.02479952067
2488,161558.67692380786
2291,84289.407346346
1969,129373.6364654187
2725,142267.8471444705
1482,166056.88864865853
2763,205870.53897571695
503,284636.3040861037
1584,269553.6225431962
1531,193951.12884855518
2210,188861.92280624202
459,333628.4876979486
556,127872.72217752982
1347,112690.35780001868
1290,110018.22097589244
1388,131791.8561862483
1571,490461.9291125478
2754,200700.35909024847
765,128156.6716392434
2494,139994.5064978843
2870,176081.39001659403
7,296478.5313192001
1114,225768.15525292658
2418,237149.2918807522
291,90607.2671906447
18,339498.74583520996
39,339233.901990377
1001,299199.2524492196
2442,201378.26067322417
616,119928.4830355455
2680,88445.01682309275
1414,123820.52233827492
289,116068.30381841902
40,314833.6227079376
860,141757.82667016334
409,136469.43655994808
673,132839.31695246726
2427,192035.6068877525
2036,177095.76383952016
2564,134357.57651162992
642,134398.06343320757
1008,182251.40292627632
1908,138169.42017816755
2519,188430.49295746465
1369,118359.71471948116
2855,219691.52523521543
712,117548.78838933911
1943,99112.23265529057
1958,168729.78457864944
107,189766.56136952777
2295,196383.36506821733
704,120816.08296065708
676,139786.8726951955
259,174810.16109375082
93,318698.78720305406
106,243791.74438688287
2315,173579.10432433937
1050,134387.94170281314
1095,214832.06471348397
2709,136502.50951181023
758,171977.029053514
1496,151295.78331453836
2370,107705.77089344282
2458,249465.98644599336
2733,95869.54003347388
161,197856.9119552818
726,149892.60168531735
845,205265.25949813076
947,237830.31032216866
2232,114675.40485591316
2563,164328.8562031567
2299,153743.72761503753
211,140787.3488264409
605,138432.5851684224
1478,239293.32873174013
2247,243861.02906466206
2274,228254.4545530033
2869,170785.70067423474
967,235499.23681056133
2656,52253.85797371753
667,164695.2628434346
1042,108130.88357000836
2023,163001.33054960635
2447,344765.1033084145
2055,160491.84654023626
2275,277861.5388509341
2204,219800.83992347514
1563,242022.92282503587
483,269088.6383697505
796,115378.9991893307
1526,205947.40371201886
2042,180616.93811818882
442,346025.5830850312
1693,315961.18347387575
1468,204724.75909506888
1430,172459.07922422985
2605,122164.29744919349
1529,249648.63450419006
335,180510.46746369172
1287,118892.95418571774
31,77791.17289212477
1785,218000.73934825053
82,169788.4389424819
2620,109872.27469387744
252,208068.97881738443
721,77067.10385624913
2165,173968.0331249353
2316,176461.77314066948
775,128253.29924035992
1558,74077.49660267044
17,238167.53795843062
1022,216405.58681293408
925,160050.5934179155
438,311317.333568917
1270,131215.7913972027
1272,131397.9825443022
215,118189.81850908895
266,206340.18726601792
2402,310874.0017776415
1250,130082.15759302792
1984,82381.01231331835
1279,129778.50568119541
377,212231.38519827626
1252,133094.3845584066
2156,237169.7896949913
499,320862.81316138053
1374,156662.97211141113
2898,239574.24546735385
401,106544.24974019293
2721,140142.2837616428
2078,174829.58848260244
2589,142734.32058604987
1946,158283.32281795412
1334,147525.20477654194
2781,214753.36956985778
431,373320.67726027395
576,188475.0285712001
1474,204117.45527140383
2254,205132.2364623858
2155,269610.77160275594
885,94658.98107830154
643,161571.69684371736
1944,134636.93627051584
480,204186.0286846356
2845,99944.54869026638
2387,317530.0516850105
2407,272588.7327401401
2527,180924.03709468635
2514,207941.76368227837
629,172567.94474421258
80,201834.67336486428
1876,136165.31756007287
1546,139529.13766002245
2518,195464.39639383287
2347,178421.94534118634
783,170065.4661653331
1322,33513.65032783646
194,85934.8276852772
1770,290106.0871912469
2143,141757.82667016334
1229,202765.95119657431
511,249360.7204498914
46,271736.4830409302
1348,172519.5538026548
2465,215387.3085604119
387,246000.30595894478
873,204724.75909506888
1918,129090.22801437502
2764,232939.58686056585
2184,119761.70845011348
934,122215.38871571718
1920,131754.2674541857
2631,160482.59865327802
1768,399583.2067721575
2040,77270.72636272613
1749,207568.71098244993
834,212896.2281435844
1457,208064.93012522667
79,167308.6149958496
2302,144420.42556935648
1817,141452.83088269297
2755,209704.6504491223
359,171595.24516703354
2059,131113.70024982234
2092,209974.5689480549
2516,243388.89951718505
150,137369.80347700857
1656,149173.35719982098
83,142707.92545160075
2411,174498.1574441525
795,100171.27545110135
2312,210018.16973789898
2917,113481.3137975026
1624,199631.2500071477
2215,258877.62827781995
1211,163741.79584028048
1485,166081.18080160514
1024,183693.342530599
570,177561.5660828171
2874,141553.48373890595
700,113662.04391788275
2756,205210.60215400092
2022,145914.76164031128
583,208170.54696403595
2392,342806.8728196064
2424,192161.1163446433
212,125987.59960494822
736,117873.77176547874
1610,150009.64509315384
890,98515.36035857463
467,179259.4194216865
578,251953.42136631114
1747,216522.3936893517
1149,168760.07113440908
2758,184176.81040074484
857,141352.95745438663
2219,255642.72324376414
733,153565.85347593031
2909,115772.87355879875
1798,247073.20938075305
235,84629.53460985623
2366,78762.85900998885
1027,147047.79381699327
1195,131651.02580416267
1303,25357.559976014796
148,165426.05177791155
608,136458.84774151098
2515,215769.9099693209
821,237627.291908819
2500,328668.69164155534
745,118116.69329494477
741,118116.69329494477
1611,212046.45125021006
2532,134940.58818234835
1081,193918.24874111416
1692,346282.6750370494
2520,188187.57142799863
276,126695.0937702895
1992,119735.0821545333
663,21489.03461926841
418,160667.28123449913
1733,173469.78963607966
2359,177482.6487605844
253,201910.91804542078
1518,122951.08048662296
2035,145602.17589667297
2919,83552.5453736324
1540,229416.4837981718
2120,155962.66310568893
1674,153443.94733700005
256,167025.7343485065
2361,104222.32478771356
978,83453.3524157671
2280,171087.97246014536
2095,205547.32407353664
1709,313246.535382093
2801,206749.10517395238
1246,138596.55720081198
2373,107705.77089344282
1055,314471.2647598175
2017,118116.69329494477
1099,315714.90108277975
1344,118116.69329494477
835,177359.1850875504
1117,223786.3204416996
2043,109184.19039139245
2085,114638.08852445934
410,131165.6498332733
2650,139123.08054565708
2867,203182.146968264
1668,134956.78295097942
1161,207071.29486835847
2122,179869.00194488073
2539,134636.93627051584
1047,134677.8902801362
1445,145806.51882793035
541,149331.58582170762
569,176778.14415028918
1276,159747.7610266433
918,218814.98338305886
326,151629.12195626067
1936,132491.1294268993
895,89867.35390958427
257,149662.89810820343
1241,171839.1801558145
1545,141553.48373890595
1189,179587.96868262324
270,166056.88864865853
2066,147539.24433388314
693,121435.53286079544
1259,122237.17390803332
2916,154683.86018929587
2321,211526.3075666672
1977,109370.43023064971
1895,168158.9189844043
1240,163579.8481539698
85,137423.58697770225
1823,97767.83564479675
825,240048.40981916367
110,215134.2653005515
697,132002.61939256737
2297,141199.6909578528
1231,131144.93928444176
1355,124238.31583748848
968,306348.97286663926
584,212927.7602494122
1315,112447.43627055266
1606,140950.69639015014
206,114618.72316570443
1685,343910.14143259794
2016,118359.61482441076
869,209785.62429227764
2135,151069.8186330275
2346,195296.8942547593
2430,194130.80507939693
2198,165947.51354570314
2652,112447.43627055266
27,102293.12297453756
241,157814.17768854325
906,118699.95372096758
1506,131462.4287860602
2098,237098.9375822304
1435,204615.44440680917
2213,171036.7195880163
1274,161442.1386946688
743,28372.899290990623
1737,201704.1803919244
2797,238315.56957563938
2185,90822.8452588173
58,199378.20674728724
830,201817.79812579215
808,137076.19466014684
680,129778.50568119541
1153,130678.46584286238
1291,142362.0342718707
1818,139873.84094116386
2161,203500.02971734435
1883,133203.6992466663
350,301288.3776026274
2473,179246.18382302567
295,176081.39001659403
293,155371.8189335988
859,158606.4590847108
288,63600.62754241431
1578,176840.1128415199
102,175057.4499832382
2831,141825.89235752128
1030,178292.3871921378
2551,137066.15156517603
1286,121435.53286079544
958,302901.5114943006
776,131265.5262057386
72,190159.07173170918
2263,269126.48552055174
1866,174897.55881785013
2876,81785.01811863636
2146,235904.57339568913
103,204146.11478437178
1500,144159.96338647397
492,203739.8365536248
167,130659.09622550974
2597,111232.82862322254
2685,118643.02327545447
1035,164855.1861836664
1220,59313.840754302626
2602,144791.24956653093
2159,203611.36875168295
695,151080.892833622
1109,288399.5634467481
640,184179.5938526884
1652,178282.26546174337
2090,201206.290086754
1188,179608.2121434121
2345,220877.36730118774
1059,345831.24586145836
2751,209285.6108107934
128,134887.95518429737
1523,151659.16822492646
2925,168076.93384718918
2145,237951.18728144036
1121,246344.444792355
566,204769.6133766679
565,290434.03125602606
1331,119918.36130515108
2928,148726.2096791417
156,135851.54391784593
797,129901.65795924101
327,84459.45241697221
2859,218506.44678541215
1453,141757.82667016334
1762,320838.5210084339
1868,210146.30873702627
1760,173307.84194976898
1113,253059.2007360116
1812,176292.6628939346
117,176672.910329031
1142,169231.74377078895
2342,353399.9303589031
927,162923.14050385117
2478,169594.10171890908
655,51545.3368461083
2064,130109.6245946961
369,289313.534552375
2239,144110.2328365358
2732,189764.0255001825
1653,181227.6890065189
959,243600.66981825314
2395,312323.4335701221
1412,125733.52938281983
271,238455.24945508235
1484,166081.18080160514
1497,91110.30240201874
552,169484.78703064937
2,138730.1640420183
1855,226897.25395431355
4,197624.1121562102
2292,180446.52438282385
134,130993.1133285255
646,106410.64289898663
42,341989.03700373747
532,216624.18401460975
713,79407.24792343847
2561,134636.93627051584
2360,147329.58618511545
1333,115849.42568659523
1407,241489.28051415755
2892,269955.6314192376
574,234208.49004944833
1227,164551.5342718339
2591,218148.95705001013
1476,204117.45527140383
1125,247832.33916033438
1446,144156.6767736403
408,77791.17289212477
1101,325026.8930456439
2251,147833.47305835408
373,211243.50431178111
2554,134887.95518429737
2382,321473.47784667555
1985,82381.01231331835
519,246344.444792355
1093,174546.74175004568
864,241894.61344310542
2889,178820.9744814804
2308,139019.64553129862
986,156163.65717295973
1302,118520.47450720318
585,183426.12884818637
2708,160520.18738534063
147,136914.32560925977
1441,212929.43375278375
383,148183.45196724692
285,124138.34467265964
181,116979.94714117283
358,173542.66609491946
780,150811.91060907205
258,205913.0502433735
1865,173433.95660281737
692,138212.1248101595
2902,270041.4899482071
508,251514.62467782345
2638,119735.0821545333
36,131108.96814306456
611,169602.27773864823
2281,148863.02921884938
1678,108470.9737112608
1696,346788.76155677025
1557,77979.24749033537
2180,121022.87605725793
1726,301385.89170591446
951,177241.98453995126
267,205989.97539437108
2706,106401.67167123492
2221,203651.79525856496
1357,146601.01496105277
2901,274444.4426697787
347,200694.03169856154
2164,204763.22167056767
1586,271662.9911573928
360,168451.43570652744
1769,286326.6330619714
2617,198616.04173486313
1879,136709.86665529254
991,171282.48498412155
1535,163247.03587647254
1191,147061.96423954546
1579,241290.89094224706
1882,170972.76003405236
1510,93434.25170057702
2196,127991.7022230429
1845,173310.43931716174
2336,348664.98488039454
942,110428.32678241556
861,141757.82667016334
2555,85351.81601455875
1392,140464.15478818526
2099,235505.77721814907
1543,123006.90803256063
948,213375.37369559944
1239,135122.77932944786
22,208662.46306120465
2796,203459.54279576667
2747,175456.60796335572
92,322765.698475531
210,150162.09551775045
1858,188592.44064377534
2228,186941.47788317248
447,278153.66011099087
827,204854.3172441174
1649,210107.84616152747
682,130507.27026959346
2698,141958.35295468266
494,199576.59266301783
214,89086.9832854032
2441,208192.20957474606
2679,118116.69329494477
1336,117873.77176547874
465,205811.57858597903
1524,192572.5491688355
2543,133624.7632310741
631,132936.48556425367
2452,316880.9244242166
228,167002.1435299256
126,142046.04291922948
1092,273619.1248942918
1122,216429.84679103692
932,209842.24556779073
1980,92249.69944787546
2171,98999.17907142779
551,173582.0634943096
2768,173471.2522636716
2056,127933.45255989634
1159,348392.7314817738
2645,86065.32217688634
1174,203312.08419987178
2266,244813.25311950437
2462,285413.1357623842
1219,138143.10367914208
2922,183092.34470792458
118,134636.93627051584
474,192383.79441332046
2576,168600.2264296009
872,242801.52048644522
1077,301385.89170591446
1536,190208.11294869956
1150,131994.29079413667
2341,309397.9079946347
1931,138596.55720081198
2785,147264.04800472647
2538,134958.80729705832
597,206587.50833034905
464,263430.5910792711
233,226858.14304964396
2169,126695.0937702895
2123,177383.10496001175
1867,180924.03709468635
137,215316.8968856521
515,216429.84679103692
933,122711.35350504363
2784,178119.96693272537
972,166614.1676258128
599,177057.53608401885
2614,159960.31736492607
2582,129438.41553994297
1409,180810.74914465993
175,52193.12759135102
352,301458.4226732536
976,83552.5453736324
2134,209921.25547956285
984,145363.77084211618
2396,343725.92593941954
1673,183247.2063039795
404,79183.92299439662
607,134130.84975079494
814,137120.73027388228
868,204722.73474898998
2271,202791.04122038404
1633,266851.39046108356
337,143177.477076922
2765,193153.13319499957
1746,213188.29569743056
368,310495.10356938955
2806,204846.21985980187
1662,173433.95660281737
1234,174814.9688917733
1373,130273.59662708567
1672,103507.73062186767
1939,132207.72097585563
